ntd_id,agency_name,doing_business_as,state,reporter_type,organization_type,agency_url,match_tier,match_evidence
50036,Capital Area Transportation Authority,,MI,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.cata.org/,registry_ntd_id,registry:capital-area-transportation-authority-cata
50037,County of Muskegon,Muskegon Area Transit System,MI,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.matsbus.com/,no_candidate,
50038,City of Niles,Niles Dial-A-Ride,MI,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.nilesdialaride.org/,no_candidate,
50039,Saginaw Transit Authority Regional Service,,MI,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.saginaw-stars.com/,no_candidate,
50040,Ann Arbor Area Transportation Authority,,MI,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.theride.org/,registry_name_exact,registry:ann-arbor-area-transportation-authority-theride
50041,City of Anderson,City of Anderson Transit System,IN,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.cityofanderson.com/136/City-of-Anderson-Transit-System-CATS,no_candidate,
50042,City of East Chicago,EAST CHICAGO TRANSIT,IN,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.eastchicago.com/161/Bus-Transit,no_candidate,
50043,City of Evansville,,IN,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.evansvillegov.org/mets,no_candidate,
50044,Fort Wayne Public Transportation Corporation,Citilink,IN,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.fwcitilink.com/,registry_name_exact,"registry:citilink,citilink-2266"
50045,Gary Public Transportation Corporation,,IN,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.gptcbus.com/,no_candidate,
50047,Bloomington-Normal Public Transit System,Connect Transit,IL,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.connect-transit.com/,registry_name_exact,"registry:connect-transit-1238,connect-transit-2267"
50050,Indianapolis and Marion County Public Transportation,IndyGo,IN,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.indygo.net/,registry_name_exact,registry:indygo
50051,Greater Lafayette Public Transportation Corporation,CityBus,IN,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.gocitybus.com/,registry_domain,registry:citybus-of-greater-lafayette-indiana-citybus
50052,South Bend Public Transportation Corporation,Transpo,IN,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.sbtranspo.com/,weak_shared_token,registry:south-shore-line
50053,City of Terre Haute,Terre Haute Transit Utility,IN,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.terrehaute.in.gov/departments/transit-department,registry_name_exact,registry:terre-haute-transit-utility
50054,Muncie Indiana Transit System,,IN,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.mitsbus.org,registry_name_exact,registry:muncie-indiana-transit-system-mits
50056,Greater Peoria Mass Transit District,CityLink,IL,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.ridecitylink.org/,registry_name_exact,"registry:greater-peoria-mass-transit-citylink,greater-peoria-mass-transit-citylink-2208"
50057,Rock Island County Metropolitan Mass Transit District,,IL,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.qcmetrolink.com/,registry_name_fuzzy,registry:metro-rock-island-county-metropolitan-mass-transit-district (jaccard 0.75)
50058,Rockford Mass Transit District,,IL,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.rmtd.org/,registry_name_exact,registry:rockford-mass-transit-district
50059,Springfield Mass Transit District,Sangamon Mass Transit District,IL,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.smtd.org/,registry_name_exact,registry:springfield-mass-transit-district-smtd
50060,Champaign-Urbana Mass Transit District,,IL,Full Reporter,Independent Public Agency or Authority of Transit Service,https://mtd.org,registry_name_exact,registry:champaign-urbana-mass-transit-district-mtd
50061,"City of Decatur, Il",Decatur Public Transit System,IL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://decaturil.gov/departments/transit/,no_candidate,
50066,Chicago Transit Authority,,IL,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.transitchicago.com/,registry_name_exact,registry:chicago-transit-authority-cta
50088,City of Sheboygan,Shoreline Metro,WI,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.shorelinemetro.com/,registry_name_exact,registry:shoreline-metro
50090,Richland County Transit,,OH,Reduced Reporter,Independent Public Agency or Authority of Transit Service,www.rctbuses.com/,no_candidate,
50091,"City of Wausau, Wisconsin",Metro Ride,WI,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.wausauwi.gov/metroride,registry_name_exact,registry:metro-ride
50092,"City of Rochester, Minnesota",Rochester Public Transit,MN,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.RPTRide.com/,weak_shared_token,"registry:minnesota-valley-transit-authority-mvta,rochester-city-lines"
50093,Lima Allen County Regional Transit Authority,,OH,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.acrta.com/,weak_shared_token,registry:allen-county-regional-transit-authority
50095,Lorain County,Lorain County Transit,OH,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.loraincountyohio.gov/280/Transit,no_candidate,
50096,City of Waukesha,Waukesha Metro Transit,WI,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.waukeshametro.org/,registry_name_exact,registry:waukesha-metro-transit
50098,City of Michigan,Michigan City Transit,IN,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.emichigancity.com/339/Transit,no_candidate,
50099,City of Eau Claire,Eau Claire Transit,WI,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.eauclairewi.gov/government/our-divisions/transit,registry_name_exact,registry:eau-claire-transit
50104,Northern Indiana Commuter Transportation District,South Shore Line,IN,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.mysouthshoreline.com,registry_name_exact,registry:south-shore-line
50108,City of Janesville,Janesville Transit System,WI,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.janesvillewi.gov/departments-services/neighborhood-and-community-services/bus-transit-jts,registry_name_exact,"registry:janesville-transit-system,janesville-transit-system-2239"
50109,City of Beloit,Beloit Transit System,WI,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.beloittransit.com/,registry_name_exact,registry:beloit-transit
50110,Bloomington Public Transportation Corporation,Bloomington Transit,IN,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.bloomingtontransit.com/,registry_name_exact,"registry:bloomington-transit,bloomington-transit-2066"
50113,"Pace, the Suburban Bus Division of the Regional Transportation Authority",Pace Suburban Bus,IL,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.pacebus.com/,registry_domain,"registry:pace-bus,pace-bus-2347"
50117,Laketran,,OH,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.laketran.com/,registry_name_exact,registry:laketran
50118,Northeast Illinois Regional Commuter Railroad Corporation,Metra,IL,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.Metrarail.com/,registry_ntd_id,"registry:metra,metra-2854"
50119,City of Detroit,Detroit Department of Transportation,MI,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://detroitmi.gov/DDOT,registry_name_exact,registry:detroit-department-of-transportation-ddot
50132,Twin Cities Area Transportation Authority,,MI,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://mywaythere.org/tcata.asp,no_candidate,
50141,Detroit Transportation Corporation,Detroit People Mover,MI,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.thepeoplemover.com/,registry_name_exact,"registry:detroit-people-mover,detroit-people-mover-2281"
50142,Steel Valley Regional Transit Authority,Steel Valley RTA,OH,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.svrta.com,registry_name_exact,registry:steel-valley-regional-transit-authority
50145,City of Kokomo,,IN,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.cityofkokomo.org/residents/public_transportation_city_line_trolley.php,no_candidate,
50146,Madison County Transit District,,IL,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.mct.org/,no_candidate,
50148,Blue Water Area Transportation Commission,Blue Water Area Transit,MI,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.bwbus.com/,no_candidate,
50149,Michiana Area Council of Governments,,IN,Full Reporter,"MPO, COG or Other Planning Agency",http://www.interurbantrolley.com/,no_candidate,
50154,Metropolitan Council,,MN,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://metrocouncil.org/Transportation/Services.aspx,no_candidate,
50157,Butler County Regional Transit Authority,BCRTA,OH,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.butlercountyrta.com/,registry_name_exact,registry:butler-county-regional-transit-authority
50158,University of Michigan Parking and Transportation Services,,MI,Full Reporter,University,https://ltp.umich.edu/,registry_domain,"registry:university-of-michigan-transit-services,university-of-michigan-transit-services-2072"
50159,River Valley Metro Mass Transit District,,IL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.rivervalleymetro.com/,weak_shared_token,registry:metro-rock-island-county-metropolitan-mass-transit-district
50161,Ozaukee County,Ozaukee County Transit,WI,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ozaukeetransit.com/,no_candidate,
50163,"Licking County, Ohio",Licking County Transit,OH,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://lickingcounty.gov/depts/public/default.htm,weak_shared_token,registry:central-ohio-transit-authority-cota
50164,City of Sandusky,Sandusky Transit System,OH,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.cityofsandusky.com/community/sandusky_transit_system/index.php,no_candidate,
50166,"Clermont County, Ohio",,OH,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ctc.clermontcountyohio.gov/,weak_shared_token,registry:central-ohio-transit-authority-cota
50171,"Fond du Lac, Wisconsin",Fond du Lac Area Transit,WI,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",www.fdl.wi.gov/transit,no_candidate,
50174,City of Danville,Danville Mass Transit,IL,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.rideDMT.org/,registry_name_exact,registry:danville-mass-transit
50176,City of DeKalb,City of DeKalb Public Transit,IL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.cityofdekalb.com/1283/DeKalb-Public-Transit,registry_name_exact,registry:dekalb-public-transit
50177,City of Columbus,ColumBus Transit,IN,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.columbus.in.gov/columbus-transit/,registry_domain,registry:bloomington-transit
50183,City of Valparaiso,Valpo Transit,IN,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",www.valpotransit.com,registry_name_exact,registry:valparaiso-transit
50184,Macatawa Area Express Transportation Authority,,MI,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.catchamax.org/,weak_shared_token,registry:indian-trails-detroit-ann-arbor-express
50186,Lawrence County Port Authority,Lawrence County Transit,OH,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.lawrencecountytransit.com/.,no_candidate,
50196,Harbor Transit Multi-Modal Transportation System,Harbor Transit,MI,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.harbortransit.org/,no_candidate,
50204,Jackson County Mass Transit District,,IL,Rural Reporter,Independent Public Agency or Authority of Transit Service,www.jcmtd.com,no_candidate,
50205,City of Mankato,Mankato Transit System,MN,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.mankatomn.gov/your-government/departments/mass-transit,no_candidate,
50209,Central Indiana Regional Transportation Authority,,IN,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.cirta.us/,weak_shared_token,"registry:citybus-of-greater-lafayette-indiana-citybus,muncie-indiana-transit-system-mits"
50211,Rides Mass Transit District,,IL,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.ridesmtd.com/,no_candidate,
50213,M-1 Rail,QLINE Detroit,MI,Full Reporter,Private-Non-Profit Corporation,https://qlinedetroit.com/,registry_name_exact,registry:qline-detroit
50226,Dunn County Transit Commission,,WI,Rural Reporter,Independent Public Agency or Authority of Transit Service,https://dunncountywi.gov/transit,no_candidate,
50232,City of Macomb,McDonough County Public Transportation,IL,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://cityofmacomb.com/public-transportation/,no_candidate,
50241,Eastern Upper Peninsula Transportation Authority,,MI,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.eupta.net,no_candidate,
